PaikkaNimi;Varaustyyppi;Kohdetyyppi;PaakohdeNimi;VarauksenTila;TuoreimmanVarauksenPaatymisaikaUtc;Varaustapa;Varattavissa;HintaAlv0;HintaAlv%;Aktiivinen;KeskipisteP;KeskipisteI
UittamoB011;Venepaikat;Kävelyaisa 4.1x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701080.6173999999;23458771.687199999
UittamoB012;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701076.1038000006;23458782.590350002
UittamoB013;Venepaikat;Kävelyaisa 4.1x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701077.4992000004;23458768.582899999
UittamoB014;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701073.6364000002;23458780.10805
UittamoB015;Venepaikat;Kävelyaisa 3.9x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;419.3600;24.00;1;6701074.4518499998;23458765.549150001
UittamoB016;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701071.168963653;23458777.625757631
UittamoB017;Venepaikat;Kävelyaisa 3.9x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;419.3600;24.00;1;6701071.4753442965;23458762.585935123
UittamoB018;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701068.7015499994;23458775.143449999
UittamoB019;Venepaikat;Kävelyaisa 3.6x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;395.1600;24.00;1;6701068.5697499998;23458759.69325
UittamoB020;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701066.2341363467;23458772.661142368
UittamoB021;Venepaikat;Kävelyaisa 3.6x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;395.1600;24.00;1;6701065.7350000003;23458756.871150002
UittamoB022;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701063.7666999996;23458770.178849999
UittamoB023;Venepaikat;Aisapaikka 2.9x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701063.1483083302;23458754.295963179
UittamoB024;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701061.2992714224;23458767.696521286
UittamoB025;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701060.8096500002;23458751.967750002
UittamoB026;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701058.8318499997;23458765.214200001
UittamoB027;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701058.4709999999;23458749.63955
UittamoB028;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2022-03-01 07:15:34.497;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701056.3644363461;23458762.731892366
UittamoB029;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;326.6100;24.00;1;6701056.1323500006;23458747.311299998
UittamoB030;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701053.8969999999;23458760.249600001
UittamoB031;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701053.7936500004;23458744.98305
UittamoB032;Venepaikat;Aisapaikka 3.4x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;358.8700;24.00;1;6701051.3590928521;23458757.696385935
UittamoB033;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701051.4550000001;23458742.654850002
UittamoB034;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701048.8211636534;23458755.143157631
UittamoB036;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701046.4242584538;23458752.73176318
UittamoB038;Venepaikat;Aisapaikka 3x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701044.0978283668;23458750.391328506
UittamoC001;Venepaikat;Kävelyaisa 4.2x12 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701136.6877500005;23458754.571000002
UittamoC002;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701127.541464583;23458764.454206325
UittamoC003;Venepaikat;Kävelyaisa 4.2x12 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;596.7800;24.00;1;6701133.4942454137;23458751.400598265
UittamoC004;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701124.3479500003;23458761.283800002
UittamoC005;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701129.2466379404;23458749.292274535
UittamoC006;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701121.1544415904;23458758.113408256
UittamoC007;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701126.0555438213;23458746.119135417
UittamoC008;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701117.960864584;23458754.943056326
UittamoC009;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701122.8639364112;23458742.930388447
UittamoC010;Venepaikat;Kävelyaisa 4.2x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701114.75557251;23458751.781121649
UittamoC011;Venepaikat;Kävelyaisa 3.35x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;395.1600;24.00;1;6701119.9644146804;23458740.071331643
UittamoC012;Venepaikat;Kävelyaisa 4.15x9 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;491.9400;24.00;1;6701111.583232102;23458748.631680626
UittamoC013;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701117.0929873632;23458737.90493232
UittamoC014;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701109.1228833441;23458745.464609697
UittamoC015;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701114.6089000003;23458735.436000001
UittamoC016;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701106.6390363462;23458742.998642217
UittamoC017;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701112.1277060313;23458732.967444126
UittamoC018;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701104.1551636532;23458740.532807782
UittamoC019;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701109.6465939684;23458730.498855874
UittamoC020;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701101.6713363463;23458738.066942215
UittamoC021;Venepaikat;Aisapaikka 2.9x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701107.2717500003;23458728.136100002
UittamoC022;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701099.1874636533;23458735.601107784
UittamoC023;Venepaikat;Aisapaikka 2.9x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701105.0032413341;23458725.879137084
UittamoC024;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701096.7036363464;23458733.135242216
UittamoC025;Venepaikat;Aisapaikka 2.9x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701102.7347586658;23458723.622162916
UittamoC026;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2022-05-08 18:27:22.670;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701094.2197423819;23458730.669386346
UittamoC027;Venepaikat;Aisapaikka 2.9x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701100.4662500005;23458721.365200002
UittamoC027a;Venepaikat;Aisapaikka 2.9x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;326.6100;24.00;1;6701098.1965129171;23458719.109458838
UittamoC028;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701091.7358712722;23458728.203521438
UittamoC029;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701081.8062914703;23458705.428413685
UittamoC030;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701089.2520363461;23458725.737642217
UittamoC031;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701084.1891000001;23458702.864750002
UittamoC032;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701086.768163654;23458723.271807782
UittamoC033;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701086.5719085289;23458700.301086318
UittamoC034;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701084.2843363462;23458720.805942215
UittamoC035;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701088.9546914706;23458697.737413686
UittamoC036;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701081.8004636532;23458718.340107784
UittamoC037;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701091.3374585304;23458695.173786316
UittamoC038;Venepaikat;Aisapaikka 3.5x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;358.8700;24.00;1;6701079.2101857504;23458715.768543128
UittamoC039;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701093.965293562;23458692.346414931
UittamoC040;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701076.6198500004;23458713.197000001
UittamoC041;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701096.8410564177;23458689.252385058
UittamoC042;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701074.1359636532;23458710.731157783
UittamoC043;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701099.4716914706;23458686.422013685
UittamoC044;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701071.6521363463;23458708.265292216
UittamoC045;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;346.7800;24.00;1;6701101.8545085294;23458683.858386315
UittamoC046;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701111.2154000001;23458673.786850002
UittamoC047;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701104.2372414703;23458681.294713683
UittamoC048;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701112.6712499997;23458663.693
UittamoC049;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701106.6200000001;23458678.73105
UittamoC050;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701114.8953499999;23458665.706300002
UittamoC051;Venepaikat;Aisapaikka 3.2x8 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;346.7800;24.00;1;6701109.0028085299;23458676.167386316
UittamoC052;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701117.1194500001;23458667.719599999
UittamoC053;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701122.3189500002;23458687.637699999
UittamoC054;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701119.3435500003;23458669.732900001
UittamoC055;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701124.5378583558;23458689.656662382
UittamoC056;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701121.5676499996;23458671.746199999
UittamoC057;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701126.7567999996;23458691.675650001
UittamoC058;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701123.7917499999;23458673.759500001
UittamoC059;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701128.9757500002;23458693.694649998
UittamoC060;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701126.4182949904;23458676.137135237
UittamoC060a;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701129.4452;23458678.877149999
UittamoC061;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701131.19465;23458695.713649999
UittamoC062;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701132.06965;23458681.25285
UittamoC063;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701133.4135623826;23458697.732660741
UittamoC064;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701134.2937500002;23458683.266150001
UittamoC065;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701135.6325376173;23458699.751639258
UittamoC066;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701136.5178499995;23458685.279449999
UittamoC068;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701138.7419500006;23458687.292750001
UittamoC070;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701140.9660499999;23458689.306049999
UittamoC072;Venepaikat;Aisapaikka 2.7x8 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701143.1901500002;23458691.31935
UittamoD001;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701212.1467642551;23458695.979053818
UittamoD002;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;1 - Vain kasittelija;Kylla - kasittelija;290.3200;24.00;1;6701204.0776500003;23458701.414900001
UittamoD003;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701210.4472500002;23458693.506900001
UittamoD004;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701202.3764522057;23458698.943889581
UittamoD005;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701208.7477357443;23458691.034746185
UittamoD006;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701200.6753477938;23458696.472810421
UittamoD007;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701207.0481642559;23458688.562603816
UittamoD008;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701198.9741500001;23458694.001800001
UittamoD009;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701205.3486379413;23458686.090435743
UittamoD010;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701197.2729642503;23458691.530753829
UittamoD011;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701203.6491120579;23458683.618264254
UittamoD012;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701195.5718;23458689.059700001
UittamoD013;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701201.94955;23458681.1461
UittamoD014;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701193.8706357498;23458686.588696171
UittamoD015;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701200.2500357451;23458678.673946183
UittamoD016;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701192.1694642501;23458684.117653828
UittamoD017;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701198.5504642557;23458676.201803815
UittamoD018;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701190.4682999998;23458681.646600001
UittamoD019;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2022-05-10 06:51:46.213;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701196.8509499999;23458673.729650002
UittamoD020;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701188.7671357496;23458679.17559617
UittamoD021;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701195.1514357449;23458671.257496186
UittamoD022;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701187.0659499997;23458676.704550002
UittamoD023;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Paattynyt;2021-12-31 07:00:00.000;0 - Julkisesti;Kylla - julkisesti;290.3200;24.00;1;6701193.4518642556;23458668.785303816
UittamoD024;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701185.3647642499;23458674.23350383
UittamoD025;Venepaikat;Aisapaikka 2.7x7 m;Satama: Uittamo;Voimassa;2022-12-31 07:00:00.000;0 - Julkisesti;Ei - toinen varaus voimassa;290.3200;24.00;1;6701191.752335744;23458666.313146185
